Chain_ID,Squad,from,to,Type,chains.start,chain.end,Dist_to_Goal
22557,Sydney Swans,Chad Warner,Errol Gulden,Kick Backwards,Stoppage,Score,67.2
22557,Sydney Swans,Errol Gulden,Hayden McLean,Kick Effective Short,Stoppage,Score,74.2
22557,Sydney Swans,Hayden McLean,,Kick Ineffective,Stoppage,Score,38.8
22561,Sydney Swans,Lewis Melican,Oliver Florent,Handball Effective,Intercept,Turnover,110.8
22563,Sydney Swans,Nick Blakey,Errol Gulden,Handball Effective,Kick-in,Score,146.6
22563,Sydney Swans,Errol Gulden,Justin McInerney,Kick Effective Short,Kick-in,Score,143.9
22563,Sydney Swans,Justin McInerney,Oliver Florent,Kick Effective Short,Kick-in,Score,115
22563,Sydney Swans,Oliver Florent,Errol Gulden,Handball Effective,Kick-in,Score,104.1
22563,Sydney Swans,Errol Gulden,James Rowbottom,Handball Effective,Kick-in,Score,86
22563,Sydney Swans,James Rowbottom,Sam Wicks,Kick Ineffective,Kick-in,Score,67.5
22563,Sydney Swans,Sam Wicks,James Jordon,Handball Effective,Kick-in,Score,44.5
22563,Sydney Swans,James Jordon,Isaac Heeney,Kick Effective Short,Kick-in,Score,46.7
22563,Sydney Swans,Isaac Heeney,,Kick Effective Short,Kick-in,Score,16
22564,Sydney Swans,Isaac Heeney,Taylor Adams,Handball Effective,Stoppage,Score,74.4
22564,Sydney Swans,Taylor Adams,Brodie Grundy,Handball Effective,Stoppage,Score,69.8
22564,Sydney Swans,Brodie Grundy,Sam Wicks,Handball Effective,Stoppage,Score,65.3
22564,Sydney Swans,Sam Wicks,,Kick Effective Short,Stoppage,Score,35.9
22566,Sydney Swans,Jake Lloyd,Hayden McLean,Kick Effective Long,Kick-in,Turnover,142.4
22566,Sydney Swans,Hayden McLean,Brodie Grundy,Kick Effective Short,Kick-in,Turnover,113.6
22566,Sydney Swans,Brodie Grundy,,Kick Ineffective,Kick-in,Turnover,87.2
22568,Sydney Swans,Hayden McLean,Logan McDonald,Handball Ineffective,Intercept,Score,40.6
22568,Sydney Swans,Logan McDonald,Hayden McLean,Ground Kick,Intercept,Score,36.7
22568,Sydney Swans,Hayden McLean,Chad Warner,Handball Effective,Intercept,Score,35.1
22568,Sydney Swans,Chad Warner,,Kick Effective Short,Intercept,Score,33.9
22569,Sydney Swans,James Jordon,Errol Gulden,Handball Effective,Stoppage,Turnover,70.1
22569,Sydney Swans,Errol Gulden,Robbie Fox,Kick Ineffective,Stoppage,Turnover,74.6
22569,Sydney Swans,Robbie Fox,Chad Warner,Handball Effective,Stoppage,Turnover,38.1
22569,Sydney Swans,Chad Warner,Errol Gulden,Handball Effective,Stoppage,Turnover,46
22569,Sydney Swans,Errol Gulden,Taylor Adams,Handball Effective,Stoppage,Turnover,60.9
22569,Sydney Swans,Taylor Adams,Errol Gulden,Handball Effective,Stoppage,Turnover,73.3
22571,Sydney Swans,Aaron Francis,Errol Gulden,Handball Effective,Intercept,Score,90.6
22571,Sydney Swans,Errol Gulden,Logan McDonald,Kick Effective Short,Intercept,Score,91.9
22571,Sydney Swans,Logan McDonald,Isaac Heeney,Kick Effective Short,Intercept,Score,55.4
22571,Sydney Swans,Isaac Heeney,,Kick Ineffective,Intercept,Score,42.1
22573,Sydney Swans,Aaron Francis,Oliver Florent,Handball Effective,Intercept,Turnover,88.7
22573,Sydney Swans,Oliver Florent,,Kick Effective Long,Intercept,Turnover,82.4
22575,Sydney Swans,Robbie Fox,Joel Amartey,Handball Effective,Intercept,Turnover,56.3
22577,Sydney Swans,Aaron Francis,Errol Gulden,Kick Effective Short,Intercept,Stoppage,141.3
22577,Sydney Swans,Errol Gulden,,Kick Ineffective,Intercept,Stoppage,145.7
22578,Sydney Swans,Taylor Adams,Chad Warner,Handball Effective,Stoppage,Turnover,107.6
22578,Sydney Swans,Chad Warner,Joel Amartey,Ground Kick,Stoppage,Turnover,94.9
22578,Sydney Swans,Joel Amartey,,Handball Ineffective,Stoppage,Turnover,63.5
22579,Sydney Swans,Hayden McLean,,Ground Kick,Intercept,Stoppage,45.5
22580,Sydney Swans,Oliver Florent,Jake Lloyd,Kick Effective Short,Intercept,Stoppage,100.3
22580,Sydney Swans,Jake Lloyd,Chad Warner,Kick Effective Long,Intercept,Stoppage,81
22580,Sydney Swans,Sam Wicks,,Ground Kick,Intercept,Stoppage,40.1
22582,Sydney Swans,Taylor Adams,Isaac Heeney,Handball Effective,Intercept,Score,54.5
22583,Sydney Swans,James Jordon,Chad Warner,Handball Effective,Intercept,Score,48.8
22583,Sydney Swans,Chad Warner,James Jordon,Handball Effective,Intercept,Score,54.1
22583,Sydney Swans,James Jordon,Jake Lloyd,Handball Effective,Intercept,Score,48.2
22583,Sydney Swans,Jake Lloyd,,Kick Effective Long,Intercept,Score,54.9
22584,Sydney Swans,Will Hayward,Tom Papley,Handball Effective,Intercept,Score,15.7
22584,Sydney Swans,Tom Papley,,Kick Ineffective,Intercept,Score,13.2
22586,Sydney Swans,Will Hayward,Dane Rampe,Handball Effective,Intercept,Turnover,82.7
22588,Sydney Swans,Brodie Grundy,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,100.8
22590,Sydney Swans,Taylor Adams,Dane Rampe,Handball Effective,Intercept,Stoppage,143.3
22590,Sydney Swans,Dane Rampe,Joel Amartey,Kick Effective Long,Intercept,Stoppage,144.3
22591,Sydney Swans,Brodie Grundy,,Handball Ineffective,Stoppage,Stoppage,122.8
22592,Sydney Swans,Oliver Florent,,Kick Ineffective,Stoppage,Turnover,98.6
22594,Sydney Swans,Justin McInerney,Harry Cunningham,Handball Effective,Intercept,Score,127.9
22594,Sydney Swans,Harry Cunningham,Jake Lloyd,Kick Effective Short,Intercept,Score,122.2
22594,Sydney Swans,Jake Lloyd,Nick Blakey,Handball Effective,Intercept,Score,99.1
22594,Sydney Swans,Nick Blakey,Braeden Campbell,Handball Effective,Intercept,Score,96.8
22594,Sydney Swans,Braeden Campbell,Sam Wicks,Handball Effective,Intercept,Score,74.1
22594,Sydney Swans,Sam Wicks,Harry Cunningham,Handball Effective,Intercept,Score,61
22594,Sydney Swans,Harry Cunningham,,Kick Effective Long,Intercept,Score,42.6
22596,Sydney Swans,James Rowbottom,Isaac Heeney,Handball Effective,Stoppage,Score,77.5
22596,Sydney Swans,Isaac Heeney,Hayden McLean,Kick Effective Long,Stoppage,Score,74.5
22596,Sydney Swans,Hayden McLean,,Kick Effective Long,Stoppage,Score,48.9
22599,Sydney Swans,Justin McInerney,Aaron Francis,Kick Effective Short,Kick-in,Turnover,145
22599,Sydney Swans,Aaron Francis,Tom Papley,Kick Effective Long,Kick-in,Turnover,117.9
22599,Sydney Swans,Tom Papley,Joel Amartey,Kick Ineffective,Kick-in,Turnover,117.9
22601,Sydney Swans,Errol Gulden,,Kick Effective Long,Stoppage,Turnover,83.9
22603,Sydney Swans,Tom Papley,,Kick Effective Long,Stoppage,Turnover,77.4
22605,Sydney Swans,Dane Rampe,,Kick Effective Short,Intercept,End of Quarter,139
22610,Sydney Swans,Dane Rampe,,Kick Effective Long,Kick-in,Stoppage,142.6
22613,Sydney Swans,Errol Gulden,Braeden Campbell,Kick Effective Short,Stoppage,Turnover,122.7
22613,Sydney Swans,Braeden Campbell,Nick Blakey,Kick Effective Short,Stoppage,Turnover,127.4
22615,Sydney Swans,James Rowbottom,Will Hayward,Kick Effective Short,Stoppage,Score,70.2
22615,Sydney Swans,Will Hayward,Isaac Heeney,Kick Effective Short,Stoppage,Score,58.8
22615,Sydney Swans,Isaac Heeney,,Kick Effective Long,Stoppage,Score,41.7
22617,Sydney Swans,Brodie Grundy,Nick Blakey,Handball Effective,Stoppage,Turnover,140.7
22617,Sydney Swans,Nick Blakey,Errol Gulden,Handball Effective,Stoppage,Turnover,148
22619,Sydney Swans,Tom Papley,,Ground Kick,Stoppage,Turnover,
22620,Sydney Swans,Sam Wicks,Brodie Grundy,Handball Effective,Stoppage,Turnover,55.7
22620,Sydney Swans,Brodie Grundy,Will Hayward,Kick Effective Long,Stoppage,Turnover,60.9
22620,Sydney Swans,Will Hayward,Braeden Campbell,Handball Effective,Stoppage,Turnover,17.7
22622,Sydney Swans,Aaron Francis,Taylor Adams,Handball Effective,Intercept,Turnover,84.7
22624,Sydney Swans,James Rowbottom,Dane Rampe,Handball Effective,Intercept,Score,119
22624,Sydney Swans,Dane Rampe,Errol Gulden,Kick Effective Short,Intercept,Score,118.4
22624,Sydney Swans,Errol Gulden,Taylor Adams,Kick Effective Short,Intercept,Score,112.9
22624,Sydney Swans,Taylor Adams,Sam Wicks,Kick Effective Short,Intercept,Score,94.3
22624,Sydney Swans,Sam Wicks,Errol Gulden,Kick Effective Short,Intercept,Score,78.8
22624,Sydney Swans,Errol Gulden,,Kick Ineffective,Intercept,Score,53.9
22624,Sydney Swans,Chad Warner,James Rowbottom,Handball Effective,Intercept,Score,36.6
22624,Sydney Swans,James Rowbottom,,Kick Effective Short,Intercept,Score,33.3
22626,Sydney Swans,Oliver Florent,Taylor Adams,Handball Effective,Intercept,Turnover,93.1
22626,Sydney Swans,Taylor Adams,,Handball Ineffective,Intercept,Turnover,91.1
22628,Sydney Swans,Justin McInerney,Jake Lloyd,Kick Effective Short,Kick-in,Turnover,147.4
22628,Sydney Swans,Jake Lloyd,,Kick Effective Long,Kick-in,Turnover,144.4
22630,Sydney Swans,Taylor Adams,Joel Amartey,Handball Effective,Intercept,Score,75.2
22630,Sydney Swans,Joel Amartey,,Kick Ineffective,Intercept,Score,51.9
22632,Sydney Swans,Justin McInerney,,Kick Ineffective,Intercept,Turnover,109
22634,Sydney Swans,Nick Blakey,Justin McInerney,Handball Effective,Intercept,Score,121.4
22634,Sydney Swans,Justin McInerney,Brodie Grundy,Handball Effective,Intercept,Score,126.9
22634,Sydney Swans,Brodie Grundy,Justin McInerney,Handball Effective,Intercept,Score,126.4
22634,Sydney Swans,Justin McInerney,Jake Lloyd,Kick Backwards,Intercept,Score,142.7
22634,Sydney Swans,Jake Lloyd,Chad Warner,Kick Effective Short,Intercept,Score,148.5
22634,Sydney Swans,Chad Warner,Isaac Heeney,Handball Effective,Intercept,Score,126
22634,Sydney Swans,Isaac Heeney,Sam Wicks,Handball Effective,Intercept,Score,59.1
22634,Sydney Swans,Sam Wicks,,Kick Ineffective,Intercept,Score,33.9
22636,Sydney Swans,Justin McInerney,Nick Blakey,Handball Effective,Intercept,Turnover,98.5
22636,Sydney Swans,Nick Blakey,Oliver Florent,Handball Effective,Intercept,Turnover,97.4
22636,Sydney Swans,Oliver Florent,James Jordon,Handball Effective,Intercept,Turnover,79.1
22636,Sydney Swans,James Jordon,,Kick Ineffective,Intercept,Turnover,61
22638,Sydney Swans,Brodie Grundy,Taylor Adams,Handball Ineffective,Stoppage,Stoppage,119.7
22638,Sydney Swans,Taylor Adams,Braeden Campbell,Handball Ineffective,Stoppage,Stoppage,112.7
22638,Sydney Swans,Braeden Campbell,Chad Warner,Handball Effective,Stoppage,Stoppage,120.7
22638,Sydney Swans,Chad Warner,Joel Amartey,Kick Ineffective,Stoppage,Stoppage,126.4
22638,Sydney Swans,Joel Amartey,Sam Wicks,Handball Effective,Stoppage,Stoppage,103.3
22638,Sydney Swans,Sam Wicks,Hayden McLean,Kick Effective Short,Stoppage,Stoppage,98.8
22638,Sydney Swans,Hayden McLean,Tom Papley,Handball Effective,Stoppage,Stoppage,83.1
22638,Sydney Swans,Tom Papley,,Kick Ineffective,Stoppage,Stoppage,54
22640,Sydney Swans,Brodie Grundy,Taylor Adams,Kick Effective Short,Stoppage,Turnover,66.8
22640,Sydney Swans,Taylor Adams,Justin McInerney,Kick Backwards,Stoppage,Turnover,58.4
22640,Sydney Swans,Justin McInerney,Harry Cunningham,Kick Effective Short,Stoppage,Turnover,77.3
22640,Sydney Swans,Harry Cunningham,,Kick Ineffective,Stoppage,Turnover,61.1
22640,Sydney Swans,Hayden McLean,Braeden Campbell,Handball Effective,Stoppage,Turnover,34.8
22640,Sydney Swans,Braeden Campbell,Hayden McLean,Handball Effective,Stoppage,Turnover,41.2
22640,Sydney Swans,Hayden McLean,Logan McDonald,Kick Effective Short,Stoppage,Turnover,41.4
22644,Sydney Swans,Brodie Grundy,Errol Gulden,Handball Effective,Intercept,Score,66.3
22644,Sydney Swans,Errol Gulden,,Kick Ineffective,Intercept,Score,52.4
22644,Sydney Swans,Sam Wicks,Hayden McLean,Handball Effective,Intercept,Score,32.1
22644,Sydney Swans,Hayden McLean,,Kick Effective Short,Intercept,Score,29.8
22646,Sydney Swans,Justin McInerney,Lewis Melican,Handball Effective,Intercept,Turnover,116
22646,Sydney Swans,Lewis Melican,James Jordon,Kick Effective Short,Intercept,Turnover,118.3
22646,Sydney Swans,James Jordon,Errol Gulden,Kick Effective Short,Intercept,Turnover,105.3
22646,Sydney Swans,Errol Gulden,Hayden McLean,Kick Effective Long,Intercept,Turnover,98.4
22646,Sydney Swans,Hayden McLean,,Kick Ineffective,Intercept,Turnover,54.7
22648,Sydney Swans,Oliver Florent,Braeden Campbell,Kick Effective Short,Intercept,Score,60.3
22648,Sydney Swans,Braeden Campbell,,Kick Ineffective,Intercept,Score,40.7
22652,Sydney Swans,Hayden McLean,Isaac Heeney,Kick Effective Short,Intercept,Turnover,140.9
22652,Sydney Swans,Isaac Heeney,,Kick Effective Long,Intercept,Turnover,109.3
22654,Sydney Swans,Aaron Francis,Dane Rampe,Handball Effective,Intercept,Turnover,127.3
22654,Sydney Swans,Dane Rampe,Justin McInerney,Kick Effective Short,Intercept,Turnover,138
22654,Sydney Swans,Justin McInerney,Errol Gulden,Kick Effective Short,Intercept,Turnover,134.6
22654,Sydney Swans,Errol Gulden,Logan McDonald,Kick Effective Long,Intercept,Turnover,118.3
22654,Sydney Swans,Logan McDonald,,Kick Ineffective,Intercept,Turnover,82.7
22656,Sydney Swans,James Rowbottom,,Handball Ineffective,Intercept,Stoppage,76.3
22658,Sydney Swans,Harry Cunningham,Jake Lloyd,Kick Effective Short,Intercept,Turnover,150.8
22658,Sydney Swans,Jake Lloyd,Braeden Campbell,Kick Effective Short,Intercept,Turnover,143.8
22658,Sydney Swans,Braeden Campbell,Harry Cunningham,Kick Effective Short,Intercept,Turnover,139.2
22658,Sydney Swans,Harry Cunningham,Aaron Francis,Kick Effective Short,Intercept,Turnover,133.4
22658,Sydney Swans,Aaron Francis,Errol Gulden,Kick Effective Short,Intercept,Turnover,142.2
22658,Sydney Swans,Errol Gulden,James Rowbottom,Kick Effective Short,Intercept,Turnover,131.4
22658,Sydney Swans,James Rowbottom,Taylor Adams,Kick Effective Short,Intercept,Turnover,119.2
22658,Sydney Swans,Taylor Adams,Isaac Heeney,Kick Effective Long,Intercept,Turnover,112.6
22658,Sydney Swans,Isaac Heeney,Will Hayward,Ground Kick,Intercept,Turnover,78.3
22658,Sydney Swans,Will Hayward,,Kick Ineffective,Intercept,Turnover,71.6
22660,Sydney Swans,Sam Wicks,,Kick Ineffective,Intercept,Stoppage,57.1
22662,Sydney Swans,Braeden Campbell,Dane Rampe,Handball Effective,Stoppage,Pre-Clearance Turnover,60.2
23658,GWS GIANTS,Stephen Coniglio,Brent Daniels,Handball Effective,Stoppage,Turnover,82
23658,GWS GIANTS,Brent Daniels,Kieren Briggs,Handball Effective,Stoppage,Turnover,75.7
23658,GWS GIANTS,Kieren Briggs,,Kick Ineffective,Stoppage,Turnover,81.2
23660,GWS GIANTS,Leek Aleer,Harry Himmelberg,Kick Backwards,Intercept,Turnover,114.7
23660,GWS GIANTS,Harry Himmelberg,Lachie Whitfield,Kick Effective Short,Intercept,Turnover,132.8
23660,GWS GIANTS,Lachie Whitfield,Connor Idun,Kick Effective Short,Intercept,Turnover,126.2
23660,GWS GIANTS,Connor Idun,,Kick Effective Long,Intercept,Turnover,116.8
23662,GWS GIANTS,Lachie Whitfield,,Kick Effective Long,Intercept,Turnover,94.4
23665,GWS GIANTS,Connor Idun,Lachie Whitfield,Handball Effective,Intercept,Turnover,117.4
23665,GWS GIANTS,Lachie Whitfield,Stephen Coniglio,Handball Effective,Intercept,Turnover,105.6
23665,GWS GIANTS,Stephen Coniglio,Harry Perryman,Handball Effective,Intercept,Turnover,103.2
23665,GWS GIANTS,Harry Perryman,,Kick Effective Long,Intercept,Turnover,106.7
23668,GWS GIANTS,Harry Perryman,Lachie Whitfield,Handball Effective,Intercept,Turnover,113.6
23670,GWS GIANTS,Jacob Wehr,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,129.8
23675,GWS GIANTS,Harry Himmelberg,,Ground Kick,Stoppage,Score,38.9
23676,GWS GIANTS,Tom Green,Harry Perryman,Handball Effective,Stoppage,Score,137.6
23676,GWS GIANTS,Harry Perryman,Jesse Hogan,Kick Effective Long,Stoppage,Score,126.2
23676,GWS GIANTS,Toby Greene,Brent Daniels,Handball Effective,Stoppage,Score,89.9
23676,GWS GIANTS,Brent Daniels,Jesse Hogan,Handball Ineffective,Stoppage,Score,68.1
23676,GWS GIANTS,Jesse Hogan,Toby Greene,Handball Effective,Stoppage,Score,58.1
23676,GWS GIANTS,Toby Greene,,Kick Ineffective,Stoppage,Score,30.1
23678,GWS GIANTS,Harry Perryman,Finn Callaghan,Handball Effective,Stoppage,Pre-Clearance Turnover,91.7
23680,GWS GIANTS,Finn Callaghan,James Peatling,Handball Effective,Stoppage,Score,99.7
23680,GWS GIANTS,James Peatling,Toby Greene,Kick Effective Short,Stoppage,Score,104.4
23680,GWS GIANTS,Toby Greene,Stephen Coniglio,Kick Effective Short,Stoppage,Score,91.9
23680,GWS GIANTS,Stephen Coniglio,Brent Daniels,Kick Effective Short,Stoppage,Score,54.9
23680,GWS GIANTS,Brent Daniels,,Kick Effective Long,Stoppage,Score,40.6
23681,GWS GIANTS,Kieren Briggs,,Ground Kick,Stoppage,Turnover,82
23682,GWS GIANTS,Toby Greene,Brent Daniels,Handball Effective,Stoppage,Turnover,58.1
23682,GWS GIANTS,Brent Daniels,Jesse Hogan,Kick Ineffective,Stoppage,Turnover,39.2
23684,GWS GIANTS,Stephen Coniglio,Brent Daniels,Kick Effective Short,Intercept,Score,84.2
23684,GWS GIANTS,Brent Daniels,Aaron Cadman,Kick Effective Short,Intercept,Score,58.6
23684,GWS GIANTS,Aaron Cadman,,Kick Ineffective,Intercept,Score,41
23688,GWS GIANTS,Connor Idun,Finn Callaghan,Handball Effective,Intercept,Turnover,137.1
23688,GWS GIANTS,Finn Callaghan,Sam Taylor,Handball Effective,Intercept,Turnover,135.4
23690,GWS GIANTS,Connor Idun,Harry Himmelberg,Handball Effective,Intercept,Turnover,145.7
23690,GWS GIANTS,Harry Himmelberg,Tom Green,Handball Ineffective,Intercept,Turnover,148.5
23690,GWS GIANTS,Tom Green,,Handball Ineffective,Intercept,Turnover,138.6
23692,GWS GIANTS,Harry Himmelberg,Connor Idun,Kick Effective Short,Intercept,Turnover,159.8
23692,GWS GIANTS,Connor Idun,Harry Himmelberg,Handball Effective,Intercept,Turnover,152.5
23692,GWS GIANTS,Harry Himmelberg,Xavier O'Halloran,Kick Ineffective,Intercept,Turnover,151.1
23692,GWS GIANTS,Xavier O'Halloran,,Ground Kick,Intercept,Turnover,111.3
23695,GWS GIANTS,Connor Idun,,Ground Kick,Intercept,Turnover,34.2
23700,GWS GIANTS,James Peatling,Aaron Cadman,Handball Effective,Stoppage,Score,92.3
23700,GWS GIANTS,Aaron Cadman,Jake Riccardi,Kick Effective Long,Stoppage,Score,87
23700,GWS GIANTS,Jake Riccardi,,Kick Effective Long,Stoppage,Score,45
23700,GWS GIANTS,Xavier O'Halloran,,Kick Ineffective,Stoppage,Score,22.6
23702,GWS GIANTS,Leek Aleer,James Peatling,Handball Effective,Intercept,Stoppage,72
23702,GWS GIANTS,James Peatling,,Kick Ineffective,Intercept,Stoppage,79.4
23704,GWS GIANTS,Leek Aleer,Harry Perryman,Handball Effective,Intercept,Turnover,101
23704,GWS GIANTS,Harry Perryman,,Kick Ineffective,Intercept,Turnover,102.8
23706,GWS GIANTS,Sam Taylor,Leek Aleer,Handball Effective,Intercept,Stoppage,132.2
23706,GWS GIANTS,Leek Aleer,,Kick Ineffective,Intercept,Stoppage,128.4
23708,GWS GIANTS,Lachie Whitfield,Toby Greene,Kick Effective Short,Intercept,Turnover,115.6
23708,GWS GIANTS,Toby Greene,Stephen Coniglio,Kick Effective Short,Intercept,Turnover,99.3
23708,GWS GIANTS,Stephen Coniglio,Lachie Whitfield,Handball Effective,Intercept,Turnover,77.4
23710,GWS GIANTS,Stephen Coniglio,,Ground Kick,Stoppage,Pre-Clearance Turnover,25.4
23711,GWS GIANTS,Finn Callaghan,,Kick Ineffective,Stoppage,Stoppage,92.2
23712,GWS GIANTS,Kieren Briggs,Stephen Coniglio,Handball Effective,Stoppage,Score,65.4
23712,GWS GIANTS,Stephen Coniglio,Jake Riccardi,Kick Effective Long,Stoppage,Score,42.8
23712,GWS GIANTS,Jake Riccardi,,Kick Effective Short,Stoppage,Score,3.5
23713,GWS GIANTS,Stephen Coniglio,,Kick Ineffective,Stoppage,Pre-Clearance Turnover,87.8
23715,GWS GIANTS,Kieren Briggs,Ryan Angwin,Handball Effective,Stoppage,Turnover,122.4
23715,GWS GIANTS,Ryan Angwin,,Kick Ineffective,Stoppage,Turnover,122.7
23717,GWS GIANTS,Ryan Angwin,,Handball Ineffective,Intercept,Turnover,110.1
23719,GWS GIANTS,Tom Green,Kieren Briggs,Handball Effective,Stoppage,Turnover,92.8
23719,GWS GIANTS,Kieren Briggs,Lachie Whitfield,Handball Effective,Stoppage,Turnover,95.7
23719,GWS GIANTS,Lachie Whitfield,Tom Green,Handball Effective,Stoppage,Turnover,90.1
23719,GWS GIANTS,Tom Green,Jacob Wehr,Handball Effective,Stoppage,Turnover,98.7
23721,GWS GIANTS,Tom Green,,Kick Effective Long,Stoppage,Stoppage,104.2
23723,GWS GIANTS,Stephen Coniglio,Kieren Briggs,Ground Kick,Stoppage,Stoppage,
23724,GWS GIANTS,Connor Idun,Nick Haynes,Handball Effective,Intercept,Stoppage,102.2
23724,GWS GIANTS,Nick Haynes,Sam Taylor,Handball Effective,Intercept,Stoppage,102.6
23724,GWS GIANTS,Sam Taylor,Nick Haynes,Handball Effective,Intercept,Stoppage,113.9
23724,GWS GIANTS,Nick Haynes,,Handball Ineffective,Intercept,Stoppage,107
23726,GWS GIANTS,Sam Taylor,Harry Himmelberg,Kick Backwards,Intercept,Turnover,137.7
23726,GWS GIANTS,Harry Himmelberg,Harry Perryman,Kick Effective Short,Intercept,Turnover,140.6
23726,GWS GIANTS,Harry Perryman,Ryan Angwin,Kick Effective Short,Intercept,Turnover,139.4
23726,GWS GIANTS,Ryan Angwin,,Kick Effective Long,Intercept,Turnover,126
23728,GWS GIANTS,Connor Idun,Finn Callaghan,Handball Effective,Intercept,Score,101
23728,GWS GIANTS,Finn Callaghan,Kieren Briggs,Handball Effective,Intercept,Score,97.9
23728,GWS GIANTS,Kieren Briggs,Stephen Coniglio,Handball Effective,Intercept,Score,87.6
23728,GWS GIANTS,Stephen Coniglio,Jacob Wehr,Kick Effective Short,Intercept,Score,92.3
23728,GWS GIANTS,Nick Haynes,Jacob Wehr,Kick Effective Short,Intercept,Score,76.9
23728,GWS GIANTS,Jacob Wehr,Jake Riccardi,Kick Effective Short,Intercept,Score,62.3
23728,GWS GIANTS,Jake Riccardi,,Kick Ineffective,Intercept,Score,31
23730,GWS GIANTS,Kieren Briggs,,Kick Effective Long,Stoppage,Stoppage,66.5
23732,GWS GIANTS,Sam Taylor,,Kick Ineffective,Intercept,Turnover,122.5
23738,GWS GIANTS,Harry Himmelberg,James Peatling,Kick Effective Long,Intercept,Score,123.8
23738,GWS GIANTS,James Peatling,,Kick Ineffective,Intercept,Score,50.1
23740,GWS GIANTS,Ryan Angwin,,Kick Effective Long,Intercept,Turnover,71.8
23742,GWS GIANTS,Ryan Angwin,Kieren Briggs,Kick Effective Short,Intercept,Turnover,117.4
23744,GWS GIANTS,Kieren Briggs,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,100.3
23744,GWS GIANTS,Brent Daniels,,Ground Kick,Stoppage,Turnover,91
23746,GWS GIANTS,Ryan Angwin,Stephen Coniglio,Handball Effective,Stoppage,Score,106.6
23746,GWS GIANTS,Stephen Coniglio,Tom Green,Handball Effective,Stoppage,Score,108.7
23746,GWS GIANTS,Tom Green,Stephen Coniglio,Handball Effective,Stoppage,Score,97.7
23746,GWS GIANTS,Stephen Coniglio,Brent Daniels,Handball Effective,Stoppage,Score,93.3
23746,GWS GIANTS,Brent Daniels,Jesse Hogan,Kick Effective Long,Stoppage,Score,70.9
23746,GWS GIANTS,Jesse Hogan,,Kick Effective Short,Stoppage,Score,31.6
23747,GWS GIANTS,James Peatling,Harry Himmelberg,Kick Effective Short,Stoppage,Score,94.4
23747,GWS GIANTS,Harry Himmelberg,Jake Riccardi,Kick Effective Long,Stoppage,Score,98.5
23747,GWS GIANTS,Jake Riccardi,Kieren Briggs,Kick Effective Long,Stoppage,Score,52.6
23747,GWS GIANTS,Kieren Briggs,Tom Green,Handball Effective,Stoppage,Score,89.2
23747,GWS GIANTS,Tom Green,Toby Greene,Handball Effective,Stoppage,Score,90.8
23747,GWS GIANTS,Toby Greene,Harvey Thomas,Handball Effective,Stoppage,Score,84.9
23747,GWS GIANTS,Harvey Thomas,Tom Green,Handball Effective,Stoppage,Score,72.3
23747,GWS GIANTS,Tom Green,,Kick Ineffective,Stoppage,Score,54.4
23749,GWS GIANTS,Nick Haynes,Toby Greene,Kick Effective Short,Intercept,Turnover,81.1
23751,GWS GIANTS,Jacob Wehr,Finn Callaghan,Kick Effective Long,Stoppage,Turnover,110
23751,GWS GIANTS,Finn Callaghan,Jacob Wehr,Handball Effective,Stoppage,Turnover,83.7
23753,GWS GIANTS,Tom Green,Jake Riccardi,Handball Effective,Stoppage,Score,80
23753,GWS GIANTS,Jake Riccardi,Brent Daniels,Handball Effective,Stoppage,Score,76.2
23753,GWS GIANTS,Brent Daniels,,Kick Ineffective,Stoppage,Score,66.4
23755,GWS GIANTS,Toby Greene,,Kick Ineffective,Stoppage,Turnover,73.3
23757,GWS GIANTS,Brent Daniels,Lachie Whitfield,Handball Effective,Stoppage,Turnover,103.9
23757,GWS GIANTS,Lachie Whitfield,Harvey Thomas,Kick Ineffective,Stoppage,Turnover,99.2
23757,GWS GIANTS,Harvey Thomas,Xavier O'Halloran,Handball Effective,Stoppage,Turnover,71.8
23757,GWS GIANTS,Xavier O'Halloran,Toby Greene,Handball Effective,Stoppage,Turnover,67.8
23757,GWS GIANTS,Toby Greene,Jacob Wehr,Handball Effective,Stoppage,Turnover,58.2
23757,GWS GIANTS,Jacob Wehr,Finn Callaghan,Handball Effective,Stoppage,Turnover,62.3
23757,GWS GIANTS,Finn Callaghan,,Kick Effective Long,Stoppage,Turnover,69.8
23759,GWS GIANTS,Sam Taylor,Nick Haynes,Handball Effective,Intercept,Score,142.9
23759,GWS GIANTS,Nick Haynes,Jake Riccardi,Kick Effective Short,Intercept,Score,152.9
23759,GWS GIANTS,Jake Riccardi,Ryan Angwin,Kick Effective Short,Intercept,Score,146.4
23759,GWS GIANTS,Ryan Angwin,Connor Idun,Handball Effective,Intercept,Score,132.5
23759,GWS GIANTS,Connor Idun,Harvey Thomas,Kick Effective Short,Intercept,Score,127.3
23759,GWS GIANTS,Harvey Thomas,Brent Daniels,Kick Ineffective,Intercept,Score,108.1
23759,GWS GIANTS,James Peatling,Xavier O'Halloran,Kick Effective Short,Intercept,Score,63.1
23759,GWS GIANTS,Xavier O'Halloran,Toby Greene,Kick Effective Short,Intercept,Score,46.6
23759,GWS GIANTS,Toby Greene,,Kick Effective Short,Intercept,Score,23.4
